generation,feasible,best_energy,best_cost,best_risk
76,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
77,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
78,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
79,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
80,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
81,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
82,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
83,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
84,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
85,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
86,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
87,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
88,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
89,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
90,120,0.008116019722593163,0.006715779947804215,0.09774635850178359
91,120,0.008116019722593163,0.006715779947804215,0.09556611570247935
92,120,0.008116019722593163,0.006715779947804215,0.09556611570247935
93,120,0.008116019722593163,0.006715779947804215,0.09556611570247935
94,120,0.008116019722593163,0.006715779947804215,0.09556611570247935
95,120,0.008116019722593163,0.006715779947804215,0.09556611570247935
96,120,0.008116019722593163,0.006715779947804215,0.09556611570247935
97,120,0.008116019722593163,0.006715779947804215,0.09556611570247935
98,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
99,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
100,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
101,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
102,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
103,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
104,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
105,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
106,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
107,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
108,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
109,120,0.008116019722593163,0.006715779947804215,0.09503074786748661
110,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
111,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
112,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
113,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
114,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
115,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
116,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
117,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
118,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
119,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
120,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
121,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
122,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
123,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
124,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
125,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
126,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
127,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
128,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
129,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
130,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
131,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
132,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
133,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
134,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
135,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
136,120,0.008116019722593163,0.006715779947804215,0.09294677150153835
137,120,0.008158472663374293,0.006715779947804215,0.09294677150153835
138,120,0.008158472663374293,0.006715779947804215,0.09294677150153835
139,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
140,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
141,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
142,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
143,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
144,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
145,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
146,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
147,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
148,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
149,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
150,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
151,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
152,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
153,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
154,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
155,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
156,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
157,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
158,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
159,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
160,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
161,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
162,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
163,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
164,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
165,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
166,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
167,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
168,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
169,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
170,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
171,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
172,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
173,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
174,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
175,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
176,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
177,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
178,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
179,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
180,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
181,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
182,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
183,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
184,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
185,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
186,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
187,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
188,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
189,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
190,120,0.008158472663374293,0.006715779947804215,0.08446232164090368
191,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
192,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
193,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
194,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
195,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
196,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
197,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
198,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
199,120,0.008171259479096627,0.006715779947804215,0.08446232164090368
